canonical_description,short_text,lines,purchase_orders,spend,spend_share,cumulative_spend_share,abc_class
clean clear aqua,Clean & clear Aqua,6,6,91000.0,3.7921680427590205e-06,0.9971272072723872,C
hoarding rent 20x10,Hoarding Rent (20X10),4,4,91000.0,3.7921680427590205e-06,0.99713099944043,C
junction box 400x400x150 mm,Junction Box - 400X400X150 mm,1,1,91000.0,3.7921680427590205e-06,0.9971347916084728,C
locker,Locker,2,2,90677.96,3.7787479351052835e-06,0.997138570356408,C
pp bag finisher 1 integration p 50kg,PP Bag Finisher 1(Integration-P) 50kg,3,3,90644.0,3.777332747998337e-06,0.997142347689156,C
pvc pipe 2 5,"Pvc Pipe 2.5""",1,1,90500.0,3.771331954611993e-06,0.9971461190211106,C
inner corten 80 gm x 12 pouch new,INNER CORTEN 80 GM X 12 POUCH NEW,2,2,90482.0,3.7705818554387003e-06,0.997149889602966,C
ferrul for tube thermax,Ferrul for Tube (Thermax),1,1,90300.0,3.762997519353182e-06,0.9971536526004854,C
ph test kit,PH Test Kit,1,1,90300.0,3.762997519353182e-06,0.9971574155980047,C
engine oil 15w40 rx turbo castrol,Engine Oil 15W40 RX Turbo Castrol,2,2,90029.1,3.7517085267951228e-06,0.9971611673065316,C
lactose,Lactose,1,1,90000.0,3.7504958664649656e-06,0.997164917802398,C
pouch abis bm 5 liter,Pouch Abis BM 5 Liter,1,1,89793.5,3.741890562060243e-06,0.9971686596929601,C
white cement,White Cement,4,4,89778.44,3.741262979085255e-06,0.9971724009559392,C
gear oil 220,Gear Oil - 220,2,2,89602.8,3.733943678040967e-06,0.9971761348996172,C
betan holder,Betan Holder,3,3,89460.85,3.728028312616026e-06,0.9971798629279298,C
maxtreat 7770,Maxtreat 7770,5,5,89250.0,3.719241734244424e-06,0.9971835821696641,C
milk roll natural 200ml,Milk Roll Natural 200ML,2,2,89087.65,3.712476256423084e-06,0.9971872946459205,C
mcb 6 amp 1 pole schneider,MCB 6 Amp 1 Pole (Schneider),2,2,88862.0,3.7030729298423308e-06,0.9971909977188503,C
ss angle 40 x 40 x 4mm,SS ANGLE 40 X 40 X 4MM,2,2,88850.0,3.702572863726802e-06,0.9971947002917141,C
hammer mill screen dia 5mm 420x795mm,"Hammer Mill Screen Dia-5mm, (420x795mm)",1,1,88800.0,3.7004892549120992e-06,0.997198400780969,C
relay 11 point,Relay 11 Point,2,1,88650.0,3.694238428467991e-06,0.9972020950193975,C
rs2a174864 gulf eng oil 15w40 le duramax,RS2A174864 Gulf Eng.Oil 15W40 LE DuraMax,1,1,88200.0,3.6754859491356663e-06,0.9972057705053466,C
armod cable 2 5 sqmm x 4 core cu,Armod Cable - 2.5 Sqmm X 4 Core - Cu,1,1,88050.0,3.669235122691558e-06,0.9972094397404694,C
vitamin c poultry,Vitamin C (Poultry),1,1,88000.0,3.6671515138768553e-06,0.9972131068919833,C
fd dvs yo flex express 1 0 50u,FD DVS YO FLEX EXPRESS 1.0(50U),2,2,87750.0,3.6567334698033415e-06,0.9972167636254531,C
composite can for 150 ml,Composite can for 150 ml,1,1,87750.0,3.6567334698033415e-06,0.9972204203589229,C
amul butter,Amul Butter,13,13,87479.2,3.6454486444629113e-06,0.9972240658075674,C
ms checkered plate 4 mm,Ms Checkered Plate 4 Mm,2,2,87262.5,3.6364182838599896e-06,0.9972277022258512,C
ele wire 185 sqmm,Ele. Wire 185 Sqmm,1,1,87042.0,3.6272295689871503e-06,0.9972313294554203,C
labels skin coat 110tab,Labels Skin & Coat 110Tab,2,2,87000.0,3.6254793375828e-06,0.9972349549347579,C
freight charges silo foundations,Freight Charges silo foundations,1,1,87000.0,3.6254793375828e-06,0.9972385804140955,C
pouch roll abis kadi dahi 200gm,Pouch Roll Abis Kadi Dahi 200gm,1,1,86999.62,3.625463502155808e-06,0.9972422058775977,C
preventor vspd 2,Preventor Vspd - 2,2,2,86750.0,3.615061293509286e-06,0.9972458209388912,C
maxtreat 3200,Maxtreat 3200,3,3,86625.0,3.6098522714725293e-06,0.9972494307911627,C
parent chicken biryani acf,Parent Chicken (Biryani) ACF,75,75,86455.42,3.6027855038165835e-06,0.9972530335766665,C
filter kit 2901194802,Filter Kit (2901194802),2,2,86344.0,3.5981423899339e-06,0.9972566317190564,C
ms bucket 287mm l 171mm w 120mm d,"MS BUCKET-287MM(L),171MM(W),120MM(D)",1,1,86000.0,3.583807161288745e-06,0.9972602155262177,C
rccb 25 amp 2 pole,Rccb 25 Amp - 2 Pole,1,1,85790.0,3.575056004266993e-06,0.9972637905822219,C
ms plate 8 mm,Ms Plate 8 Mm,3,3,85517.1,3.563683667356346e-06,0.9972673542658893,C
xyrofur 1gm,Xyrofur 1gm,2,2,85498.0,3.562887728789129e-06,0.997270917153618,C
3354285 ext long life gear oil 80w90,3354285 EXT Long Life Gear Oil 80W90,2,2,85031.1,3.543430989677435e-06,0.9972744605846077,C
poulkey 100ml,Poulkey 100ML,4,4,85008.0,3.542468362405042e-06,0.9972780030529701,C
cabin repair work frm bittu truck ae3792,Cabin Repair Work Frm Bittu Truck AE3792,1,1,85000.0,3.5421349849946896e-06,0.9972815451879551,C
temp store,Temp. Store,1,1,84745.76,3.531540250893689e-06,0.997285076728206,C
office store,Office & Store,1,1,84745.7,3.5315377505631112e-06,0.9972886082659566,C
mud pump 3 hp,MUD PUMP 3 HP,2,2,84600.0,3.5254661144770677e-06,0.997292133732071,C
nimovet inj 90ml,Nimovet Inj 90ml,3,3,84516.0,3.521965651668367e-06,0.9972956556977227,C
tea leaf,Tea Leaf,11,11,84305.0,3.5131728224703214e-06,0.9972991688705451,C
absolute can skin coat 400 grm,Absolute Can Skin & Coat 400 Grm,1,1,84160.5,3.5071511929958304e-06,0.9973026760217382,C
packing charges of rolls 16 x84,"Packing Charges of Rolls 16""X84""",1,1,84150.0,3.506713635144743e-06,0.9973061827353733,C
fire bricks standard i s 8 9 x4 5 x3,"FIRE BRICKS STANDARD (I-S-8) 9""X4.5""X3""",2,2,84000.0,3.5004628087006343e-06,0.997309683198182,C
box purepet kitten 250gm,Box Purepet Kitten 250gm,3,3,83947.5,3.4982750194451964e-06,0.9973131814732015,C
absolute can calcium 400 grm,Absolute Can Calcium 400 Grm,1,1,83904.0,3.496462279776405e-06,0.9973166779354813,C
ms strip 25x5,Ms Strip 25X5,7,7,83821.95,3.4930430777114778e-06,0.997320170978559,C
printing cylinder 410mmx700mm feed sup,Printing Cylinder 410mmx700mm (feed sup),2,2,83804.0,3.4922950621469997e-06,0.9973236632736211,C
slat conveyor chain 40mm pitch,Slat Conveyor Chain 40mm Pitch,1,1,83562.5,3.4822312315719855e-06,0.9973271455048527,C
safety shoes 9 no,Safety Shoes 9 No,9,9,83470.0,3.4783765552647852e-06,0.9973306238814079,C
butyric acid,Butyric Acid,3,3,83300.0,3.471292285294796e-06,0.9973340951736932,C
icewarp mail server license upgrade,IceWarp Mail Server License Upgrade,1,1,83000.0,3.4587906324065793e-06,0.9973375539643257,C
trough bracket ger new,Trough Bracket Ger New,1,1,82845.6,3.4523564483867774e-06,0.997341006320774,C
pouch abis cm 5 liter,Pouch Abis CM 5 Liter,1,1,82767.0,3.4490810153300646e-06,0.9973444554017894,C
ele pipe 1,Ele. Pipe - 1'',5,4,82758.6,3.4487309690491945e-06,0.9973479041327584,C
solucal,Solucal,3,3,82560.0,3.440454874837195e-06,0.9973513445876333,C
valeron ava rolls 1250 mm x 96 mtr,Valeron AVA Rolls 1250 mm x 96 Mtr,1,1,82560.0,3.440454874837195e-06,0.9973547850425082,C
ht bolt 10 x 30mm,HT BOLT 10 X 30mm,1,1,82280.0,3.4287866654748597e-06,0.9973582138291737,C
paper label 100 x 100 mm,Paper Label 100 x 100 mm,2,2,82250.0,3.4275365001860377e-06,0.9973616413656738,C
jar box 2 ltrs 1x6 rb,JAR BOX 2 LTRS (1X6) RB,1,1,82000.0,3.417118456112524e-06,0.9973650584841299,C
bio d,Bio D,1,1,81600.0,3.400449585594902e-06,0.9973684589337155,C
milk,Milk,50,49,81501.77,3.3963561277175373e-06,0.9973718552898432,C
ge bbl female side support 1 f x 3 5w,Ge Bbl Female Side Support(1 F X 3.5W,1,1,81161.5,3.382176336289959e-06,0.9973752374661795,C
ss milk can lid,SS Milk Can Lid,2,2,81000.0,3.375446279818469e-06,0.9973786129124593,C
uhmw sheet 330mmx12mmx2 5mtr,Uhmw Sheet - 330mmX12mmX2.5mtr.,1,1,81000.0,3.375446279818469e-06,0.9973819883587391,C
ipad pro,iPad pro,1,1,80932.2,3.372620906265732e-06,0.9973853609796454,C
bottle box 500 ml,Bottle Box 500 Ml,1,1,80900.0,3.3712790621890636e-06,0.9973887322587075,C
25 kg jar natural colour with export,25 KG JAR Natural Colour with Export,1,1,80850.0,3.369195453374361e-06,0.9973921014541609,C
mtrb 81013 810 sieve wood 100 200,MTRB-81013-810 - sieve wood 100/200,1,1,80816.0,3.367778599380363e-06,0.9973954692327602,C
armod cable 50 sqmm x 3 5 core all,Armod Cable - 50 Sqmm X 3.5 Core - All.,1,1,80715.0,3.363569709574663e-06,0.9973988328024698,C
500 ml pouch box palm oil,500  ML pouch box ( PALM OIL ),1,1,80600.0,3.358777409300847e-06,0.9974021915798791,C
air riveter,Air Riveter,3,3,80400.0,3.3504429740420357e-06,0.9974055420228531,C
freight charges for material dispatch,FREIGHT CHARGES FOR MATERIAL DISPATCH,27,27,79750.0,3.3233560594509e-06,0.9974088653789126,C
bearing 22211 k skf,Bearing 22211 K Skf,1,1,79596.0,3.3169385443016153e-06,0.9974121823174569,C
t r f t,T.R. & F.T.,13,1,79300.0,3.3046035801185752e-06,0.997415486921037,C
foot rest female b0662,Foot Rest Female (B0662),1,1,79100.0,3.2962691448597643e-06,0.9974187831901818,C
rispoval 20 ml vac 1000 dose,Rispoval_20 ML VAC. (1000 Dose),2,2,78993.9,3.2918477269549645e-06,0.9974220750379088,C
tmgo diesel eng oil ci4 plus 15w40,TMGO DIESEL ENG.OIL CI4 PLUS 15W40,1,1,78964.2,3.2906100633190312e-06,0.9974253656479721,C
battery mhd 1500 exide express,Battery MHD 1500 Exide Express,2,2,78399.0,3.2670569492776316e-06,0.9974286327049214,C
plain curd cup 200 gm,Plain Curd Cup 200 gm.,1,1,78000.0,3.2504297509363034e-06,0.9974318831346723,C
sum cabel 2 5 sqmm x 3 core,Sum.Cabel 2.5 Sqmm X 3 Core,2,2,77970.0,3.249179585647482e-06,0.997435132314258,C
brut shape bottle 300 ml,Brut Shape Bottle 300 ml,2,2,77696.0,3.2377614093429105e-06,0.9974383700756673,C
machine roll thermal,Machine Roll (Thermal),2,2,77500.0,3.229593662789276e-06,0.9974415996693301,C
tyre 1000 20,Tyre 1000 - 20,1,1,76875.04,3.203550219492543e-06,0.9974448032195496,C
ge bbl door female 13 x18,"Ge Bbl Door Female 13""X18""",1,1,76869.9,3.2033360245063916e-06,0.9974480065555742,C
amc for dell power vault nx gkx882s,AMC for Dell Power Vault NX-GKX882S,1,1,76780.0,3.1995896958575563e-06,0.99745120614527,C
soya ref oil 5 ltr jar box abis gold,Soya Ref. Oil (5 Ltr Jar Box) ABIS GOLD,3,3,76253.29000000001,3.177640543881715e-06,0.997454383785814,C
labrador puppy 100 gm,Labrador Puppy 100 Gm,1,1,76170.16,3.1741763358663896e-06,0.9974575579621499,C
gas cutting pipe blue,Gas Cutting Pipe Blue,8,8,76164.0,3.173919635260418e-06,0.9974607318817851,C
earthing pipe 78 mm,Earthing Pipe 78 mm,1,1,76100.0,3.1712526159775986e-06,0.997463903134401,C
nirma powder,Nirma Powder,12,12,76044.8,3.168952311846167e-06,0.9974670720867129,C
perforated sieve 985mmx645mmx2mm,Perforated Sieve 985mmX645mmX2mm,1,1,76000.0,3.167085398348193e-06,0.9974702391721113,C
1x30w flood lfle11 30 cdl,1X30W FLOOD LFLE11-30-CDL,1,1,76000.0,3.167085398348193e-06,0.9974734062575097,C
drools box 1 2kg x 15 pkt 590x367x285,DROOLS BOX 1.2KG X 15 PKT (590X367X285),1,1,75667.5,3.1532293997304196e-06,0.9974765594869094,C
sabourad dextrose m 063 500gm,Sabourad Dextrose M 063 500gm,1,1,75000.0,3.1254132220541378e-06,0.9974796849001314,C
hammer beater 135x50x5 mm,Hammer Beater 135X50X5 mm,1,1,75000.0,3.1254132220541378e-06,0.9974828103133534,C
lebricine ltr,LEBRICINE LTR,1,1,74880.0,3.120412560898851e-06,0.9974859307259143,C
rack,Rack,17,17,74768.21,3.115754028310939e-06,0.9974890464799426,C
lets bite active kitten 1 2kg,Lets Bite Active Kitten 1.2kg,1,1,74521.84,3.1054872542373724e-06,0.9974921519671969,C
flytrol 5kg,FLYTROL-5KG,2,2,74255.0,3.0943674507150668e-06,0.9974952463346476,C
lysine sulphate,Lysine Sulphate,3,3,74160.0,3.0904085939671314e-06,0.9974983367432415,C
ragister 200 page,Ragister 200 Page,5,5,74157.5,3.0903044135263964e-06,0.997501427047655,C
web cam,Web Cam,1,1,74000.0,3.083741045760083e-06,0.9975045107887007,C
application charges for 50mm thick,"Application Charges for 50mm Thick,",1,1,74000.0,3.083741045760083e-06,0.9975075945297465,C
phenile,Phenile,2,2,73725.0,3.0722811972792177e-06,0.9975106668109437,C
boric acid,Boric Acid,1,1,73500.0,3.0629049576130554e-06,0.9975137297159014,C
labels vitamin 50 tab,Labels Vitamin 50 Tab,3,3,73476.0,3.0619048253819978e-06,0.9975167916207267,C
tcs 1,TCS @1%,3,1,73416.0,3.0594044948043546e-06,0.9975198510252216,C
amc for atlas copco compressor with drye,AMC for ATLAS Copco Compressor with Drye,3,2,73373.0,3.05761259122371e-06,0.9975229086378128,C
pouch purepet cat adult 3 kg,Pouch Purepet Cat Adult 3 Kg,1,1,73343.86,3.0563982640065015e-06,0.9975259650360768,C
shocket spanner rachet,Shocket Spanner Rachet,1,1,73200.0,3.0504033047248385e-06,0.9975290154393816,C
civil work meter room,Civil Work Meter Room,1,1,73106.78,3.046518624450707e-06,0.997532061958006,C
ib hatchable egg 57th week,IB_Hatchable_Egg_57th_Week,1,1,72978.14,3.0411579156922395e-06,0.9975351031159218,C
fevicol,Fevicol,7,7,72906.25,3.03816210293846e-06,0.9975381412780246,C
pouch vet pro puppy 1 2kg,Pouch Vet pro Puppy 1.2kg,1,1,72825.04,3.034777905501619e-06,0.9975411760559302,C
pouch focus starter 100 grms,Pouch Focus Starter 100 grms,1,1,72792.72,3.033431060763796e-06,0.997544209486991,C
pp plain colour bag blue 24 x40,"PP Plain Colour Bag - Blue (24""x40"")",1,1,72701.82,3.0296430599386664e-06,0.997547239130051,C
ms pipe 1 b class 3 2 mm 2 41 kg mtr,"MS Pipe 1"" B Class 3.2 mm, 2.41 kg / mtr",1,1,72661.5,3.02796283779049e-06,0.9975502670928887,C
gas cutting pipe red,Gas Cutting Pipe Red,7,7,72600.0,3.0253999989484055e-06,0.9975532924928877,C
bearing 22226 cck w33,Bearing 22226 Cck/W33,1,1,72382.0,3.0163154645163013e-06,0.9975563088083522,C
pouch vetpro adult 100 grms,Pouch VetPro Adult 100 grms,1,1,72340.24,3.014575234434262e-06,0.9975593233835867,C
tower ligth,TOWER LIGTH,2,2,72200.0,3.0087311284307835e-06,0.9975623321147151,C
b 904,B - 904,2,2,72098.4,3.0044972353193073e-06,0.9975653366119505,C
drools 5ply gorrugated box 15x1 vetpro,Drools 5ply Gorrugated Box - 15X1 Vetpro,3,3,72080.0,3.003730467275497e-06,0.9975683403424177,C
basmati rice golden sela,Basmati Rice (Golden Sela),3,3,72002.35999999999,3.0004950395080256e-06,0.9975713408374572,C
drools 3ply gorrugated box 10pktx150gm,Drools 3Ply Gorrugated Box - 10PktX150gm,1,1,72000.0,3.0003966931719725e-06,0.9975743412341505,C
ele weight machine 300 kg,Ele. Weight Machine 300 Kg,5,2,72000.0,3.0003966931719725e-06,0.9975773416308437,C
ai tips,Ai Tips,2,2,72000.0,3.0003966931719725e-06,0.9975803420275369,C
abis dahi pouch 5kg,Abis Dahi Pouch (5kg),1,1,71953.0,2.998438100886152e-06,0.9975833404656378,C
bushing shaft support 31959 107,Bushing Shaft Support  - 31959-107,1,1,71898.0,2.9961461311899786e-06,0.997586336611769,C
repair main work from sparsh aa 4482,Repair & Main Work From Sparsh AA 4482,3,2,71839.11,2.993692056728022e-06,0.9975893303038257,C
battery mhd 1500 150 ah exide express,"Battery MHD 1500,150 AH Exide Express",3,3,71672.0,2.9867282193475225e-06,0.997592317032045,C
plain flex pouch with tsh 315 x 360mm,Plain flex. Pouch with tsh 315 x 360mm,1,1,71640.0,2.9853947097061125e-06,0.9975953024267546,C
recon eng change from jaika automo l0828,Recon Eng.Change From Jaika Automo.L0828,2,1,71615.48000000001,2.9843729079433828e-06,0.9975982867996626,C
castrol vecton 15w40 ci4 plus bsiii,Castrol Vecton 15W40 Ci4 Plus Bsiii,1,1,71362.2,2.973818179131624e-06,0.9976012606178417,C
ss ball valve 2,Ss Ball Valve 2'',3,3,71322.0,2.972142957644603e-06,0.9976042327607993,C
industrial plug socket 63 a 5 pin,"Industrial Plug & Socket 63 A, 5 Pin",2,2,71295.0,2.9710178088846635e-06,0.9976072037786082,C
rubber hose pipe 3,"Rubber Hose Pipe 3""",1,1,71100.0,2.9628917345073227e-06,0.9976101666703427,C
i phone x 64gb,I Phone X 64gb,1,1,70982.15,2.957980668531068e-06,0.9976131246510113,C
silver sulphate,Silver Sulphate,1,1,70900.0,2.9545572992485117e-06,0.9976160792083105,C
vj 816 plus twin line printhead,VJ 816 Plus Twin Line Printhead,1,1,70686.0,2.945639453521584e-06,0.997619024847764,C
dog feeder bowl,Dog Feeder (Bowl),1,1,70500.0,2.9378884287308897e-06,0.9976219627361927,C
canine creek cartoon 1 2 kg x 6,CANINE CREEK CARTOON 1.2 KG x 6,2,2,70436.8,2.9352547471891055e-06,0.9976248979909399,C
kaju,Kaju,10,7,70347.54,2.9315350887330977e-06,0.9976278295260286,C
vac safe,VAC SAFE,2,2,69839.4,2.9103597890710367e-06,0.9976307398858176,C
copper lugz pin 1 5 mm,Copper Lugz Pin 1.5 Mm,5,5,69440.0,2.8937159218591912e-06,0.9976336336017395,C
copper lugz pin 2 5 mm,Copper Lugz Pin 2.5 Mm,6,5,69080.0,2.878713938393331e-06,0.997636512315678,C
carring roller bc700,Carring Roller - BC700,1,1,69000.0,2.875380164289807e-06,0.9976393876958423,C
lm ir300b ink ribbon black 50m roll,LM-IR300B Ink Ribbon Black (50m/Roll),4,4,69000.0,2.875380164289807e-06,0.9976422630760066,C
carrier assemble for side seam welding m,CARRIER ASSEMBLE FOR SIDE SEAM WELDING M,2,2,68690.0,2.8624617896386496e-06,0.9976451255377962,C
k oil,K Oil,1,1,68661.6,2.8612782998318988e-06,0.997647986816096,C
medicine pouch box 500gm x 20 pouch,Medicine pouch box (500gm x 20 pouch),1,1,68500.0,2.8545440761427794e-06,0.9976508413601721,C
pvc cable tray,Pvc Cable Tray,19,6,68455.0,2.852668828209547e-06,0.9976536940290003,C
load cells 100 kg,Load Cells 100 Kg,1,1,68400.0,2.850376858513374e-06,0.9976565444058588,C
pouch focus puppy 100 grms,Pouch Focus Puppy 100 grms,1,1,68203.28,2.842179107992807e-06,0.9976593865849668,C
bed folding,BED FOLDING,5,5,68200.0,2.842042423254563e-06,0.9976622286273901,C
pouch vetpro puppy 100 grms,Pouch VetPro Puppy 100 grms,1,1,68029.56,2.834939817527004e-06,0.9976650635672076,C
pinion,PINION,1,1,68000.0,2.8337079879957515e-06,0.9976678972751957,C
perforated screen for classifier dia 3mm,"Perforated Screen For Classifier,Dia-3MM",1,1,68000.0,2.8337079879957515e-06,0.9976707309831837,C
m 450621 assy vaccume booster 9 8 sfc,"M 450621 Assy Vaccume Booster 9+8"" SFC",5,5,67950.3,2.8316368808339375e-06,0.9976735626200646,C
ele wire 0 5 sqmm,Ele. Wire - 0.5 Sqmm,21,9,67905.0,2.8297491312478167e-06,0.9976763923691958,C
pouch 100 veg adult 3 kg,Pouch 100% Veg Adult 3 kg,1,1,67710.4,2.821639725740993e-06,0.9976792140089216,C
elisa kit for ae biochek,Elisa Kit for AE (Biochek),2,2,67500.0,2.812871899848724e-06,0.9976820268808214,C
service charges,Service Charges,3,3,67500.0,2.812871899848724e-06,0.9976848397527213,C
toxin premix,Toxin Premix,7,7,67300.0,2.804537464589913e-06,0.9976876442901859,C
product catalog,Product Catalog,1,1,67297.9,2.8044499530196952e-06,0.9976904487401389,C
pid controller,PID Controller,3,3,67260.0,2.8028705775381507e-06,0.9976932516107164,C
apple watch n s3 42 sg a b cell,Apple Watch N+S3 42 SG A/B Cell,2,1,66949.16,2.7899171982589067e-06,0.9976960415279147,C
insurance charges,Insurance Charges,10,6,66594.0,2.7751169081263102e-06,0.9976988166448229,C
ld polithin 15 x18,"Ld Polithin 15""X18""",2,2,66545.0,2.7730749714879013e-06,0.9977015897197944,C
rto a c,RTO A/c,11,6,66489.84,2.7707763342435213e-06,0.9977043604961287,C
pouch cat ocean fish 100 grams,Pouch Cat Ocean Fish 100 grams,1,1,66395.86,2.766859983115406e-06,0.9977071273561118,C
ms strip 25x3,MS STRIP - 25X3,7,7,66253.96,2.76094670129928e-06,0.997709888302813,C
fd dvs exact dahi 2 50uc,FD DVS Exact Dahi-2 (50Uc),2,2,66000.0,2.7503636354076412e-06,0.9977126386664484,C
pp bag 24 x 38,PP Bag 24 x 38,2,2,66000.0,2.7503636354076412e-06,0.9977153890300838,C
endless belt 700mm x 10mm x 26000mm,Endless Belt 700mm X 10mm X 26000mm,1,1,66000.0,2.7503636354076412e-06,0.9977181393937192,C
exhaust fan,Exhaust fan,1,1,65954.0,2.748446715298115e-06,0.9977208878404346,C
milk roll power 450ml,Milk Roll Power 450ml,1,1,65930.24,2.7474565843893683e-06,0.9977236352970189,C
ups battery 42ah 12v,UPS Battery 42AH 12V,3,3,65780.0,2.741195756622949e-06,0.9977263764927755,C
urea,Urea,7,6,65561.33,2.732083301832728e-06,0.9977291085760773,C
mud pump 2 hp,MUD PUMP 2 HP,2,2,65520.0,2.730360990786495e-06,0.9977318389370681,C
refractory works for thermax boiler 24mt,Refractory Works for Thermax Boiler 24MT,1,1,65500.0,2.7295275472606138e-06,0.9977345684646153,C
air bubble sheet,Air Bubble Sheet,3,3,65360.0,2.723693442579446e-06,0.9977372921580578,C
foot mounted motor 3 hp 1440 rpm,Foot Mounted Motor 3 Hp - 1440 Rpm,1,1,65200.0,2.7170258943723973e-06,0.9977400091839522,C
curd dahi,Curd (Dahi),73,55,65076.92,2.711896882914125e-06,0.9977427210808352,C
pouch abis natural milk 2l,Pouch Abis Natural Milk 2L,1,1,65001.0,2.70873313128988e-06,0.9977454298139664,C
acrylic board small,Acrylic board Small,1,1,65000.0,2.7086914591135863e-06,0.9977481385054255,C
agrofat cattle feed,AGROFAT CATTLE FEED,1,1,65000.0,2.7086914591135863e-06,0.9977508471968847,C
canine creek cartoon 1 5 kg x 3,CANINE CREEK CARTOON 1.5 KG x 3,2,2,64976.740000000005,2.707722164292987e-06,0.9977535549190489,C
beaten rice,Beaten Rice,16,16,64965.0,2.707232932943294e-06,0.9977562621519819,C
fd dvs exact dahi 2 200uc,FD DVS Exact Dahi-2 (200Uc),1,1,64900.0,2.704524241484181e-06,0.9977589666762233,C
kinley mineral water 1 ltr,Kinley Mineral Water - 1 Ltr.,9,9,64830.0,2.701607189143597e-06,0.9977616682834125,C
